***	**** Program	HYDRUS									
***	****										
Wel	come to HYDR	US-1D									
Dat	e:  25. 9.	Time:  16	: 0:13								
Uni	ts: L = mm	", T = min"	", M = mmo"		l						
											
											
Tim	e:       10.	0									
											
											
Nod	e      Depth	Head	Moisture	Ths	K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
68	-670	-1413.163	0.4806		8.87E-04	6.08E-05	1.49E-03	0.00E+00	-1	6.47E-03	20
69	-680	-1387.425	0.4822		9.30E-04	6.20E-05	1.36E-03	0.00E+00	-1	5.92E-03	20
70	-690	-1363.826	0.4837		9.70E-04	6.31E-05	1.21E-03	0.00E+00	-1	5.28E-03	20
71	-700	-1342.336	0.4851		1.01E-03	6.42E-05	1.05E-03	0.00E+00	-1	4.56E-03	20
72	-710	-1322.93	0.4863		1.04E-03	6.51E-05	8.68E-04	0.00E+00	-1	3.77E-03	20
73	-720	-1305.588	0.4874		1.07E-03	6.60E-05	6.74E-04	0.00E+00	-1	2.93E-03	20
74	-730	-1290.289	0.4883		1.10E-03	6.67E-05	4.68E-04	0.00E+00	-1	2.04E-03	20
75	-740	-1277.003	0.4892		1.12E-03	6.73E-05	2.56E-04	0.00E+00	-1	1.11E-03	20
76	-750	-1265.693	0.4899		1.14E-03	6.79E-05	3.84E-05	0.00E+00	-1	1.67E-04	20
77	-760	-1256.312	0.4905		1.15E-03	6.83E-05	-1.80E-04	0.00E+00	-1	-7.81E-04	20
78	-770	-1248.801	0.4909		1.17E-03	6.87E-05	-3.95E-04	0.00E+00	-1	-1.72E-03	20
79	-780	-1243.089	0.4913		1.18E-03	6.90E-05	-6.04E-04	0.00E+00	-1	-2.63E-03	20
80	-790	-1239.09	0.4915		1.18E-03	6.92E-05	-8.04E-04	0.00E+00	-1	-3.50E-03	20
81	-800	-1236.709	0.4917		1.19E-03	6.93E-05	-9.92E-04	0.00E+00	-1	-4.31E-03	20
82	-810	-1235.837	0.4917		1.19E-03	6.93E-05	-1.17E-03	0.00E+00	-1	-5.07E-03	20
83	-820	-1236.355	0.4917		1.19E-03	6.93E-05	-1.32E-03	0.00E+00	-1	-5.75E-03	20
84	-830	-1238.135	0.4916		1.18E-03	6.92E-05	-1.46E-03	0.00E+00	-1	-6.35E-03	20
85	-840	-1241.04	0.4914		1.18E-03	6.91E-05	-1.58E-03	0.00E+00	-1	-6.86E-03	20
86	-850	-1244.929	0.4912		1.17E-03	6.89E-05	-1.68E-03	0.00E+00	-1	-7.28E-03	20
87	-860	-1249.652	0.4909		1.16E-03	6.87E-05	-1.75E-03	0.00E+00	-1	-7.62E-03	20
88	-870	-1255.059	0.4905		1.16E-03	6.84E-05	-1.81E-03	0.00E+00	-1	-7.86E-03	20
89	-880	-1260.997	0.4902		1.14E-03	6.81E-05	-1.85E-03	0.00E+00	-1	-8.02E-03	20
90	-890	-1267.307	0.4898		1.13E-03	6.78E-05	-1.86E-03	0.00E+00	-1	-8.09E-03	20
91	-900	-1273.834	0.4894		1.12E-03	6.75E-05	-1.86E-03	0.00E+00	-1	-8.08E-03	20
92	-910	-1280.418	0.489		1.11E-03	6.72E-05	-1.84E-03	0.00E+00	-1	-7.99E-03	20
93	-920	-1286.901	0.4885		1.10E-03	6.69E-05	-1.80E-03	0.00E+00	-1	-7.83E-03	20
94	-930	-1293.124	0.4882		1.09E-03	6.66E-05	-1.75E-03	0.00E+00	-1	-7.59E-03	20
95	-940	-1298.932	0.4878		1.08E-03	6.63E-05	-1.68E-03	0.00E+00	-1	-7.29E-03	20
96	-950	-1304.172	0.4875		1.07E-03	6.60E-05	-1.60E-03	0.00E+00	-1	-6.94E-03	20
97	-960	-1308.702	0.4872		1.06E-03	6.58E-05	-1.50E-03	0.00E+00	-1	-6.53E-03	20
98	-970	-1312.391	0.487		1.06E-03	6.56E-05	-1.40E-03	0.00E+00	-1	-6.08E-03	20
99	-980	-1315.124	0.4868		1.05E-03	6.55E-05	-1.29E-03	0.00E+00	-1	-5.59E-03	20
100	-990	-1316.81	0.4867		1.05E-03	6.54E-05	-1.17E-03	0.00E+00	-1	-5.08E-03	20
101	-1000	-1317.383	0.4866		1.05E-03	6.54E-05	-1.11E-03	0.00E+00	-1	-4.82E-03	20
end											
											
											
Tim	e:      200.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-451.518	0.583		2.16E-03	1.67E-04	7.57E-09	0.00E+00	-1	3.29E-08	20
2	-10	-449.436	0.5834		2.18E-03	1.67E-04	-3.44E-03	0.00E+00	-1	-1.50E-02	20
3	-20	-464.007	0.5809		2.02E-03	1.63E-04	-6.93E-03	0.00E+00	-1	-3.01E-02	20
4	-30	-499.951	0.5753		1.76E-03	1.56E-04	-1.03E-02	0.00E+00	-1	-4.46E-02	20
5	-40	-565.372	0.5656		1.38E-03	1.42E-04	-1.33E-02	0.00E+00	-1	-5.79E-02	20
6	-50	-683.799	0.5503		9.26E-04	1.22E-04	-1.59E-02	0.00E+00	-1	-6.91E-02	20
7	-60	-746.073	0.5343		3.78E-03	1.11E-04	-1.80E-02	0.00E+00	-1	-7.83E-02	20
8	-70	-789.177	0.5298		3.38E-03	1.06E-04	-1.98E-02	0.00E+00	-1	-8.59E-02	20
9	-80	-843.718	0.5245		2.97E-03	1.01E-04	-2.11E-02	0.00E+00	-1	-9.17E-02	20
10	-90	-913.728	0.5176		2.45E-03	9.32E-05	-2.21E-02	0.00E+00	-1	-9.60E-02	20
11	-100	-1005.794	0.5095		1.96E-03	8.52E-05	-2.26E-02	0.00E+00	-1	-9.81E-02	20
12	-110	-1125.974	0.5		1.52E-03	7.65E-05	-2.24E-02	0.00E+00	-1	-9.73E-02	20
13	-120	-1283.854	0.4888		1.11E-03	6.70E-05	-2.14E-02	0.00E+00	-1	-9.32E-02	20
14	-130	-1498.098	0.4754		7.46E-04	5.68E-05	-1.97E-02	0.00E+00	-1	-8.55E-02	20
15	-140	-1785.165	0.461		5.02E-04	4.74E-05	-1.68E-02	0.00E+00	-1	-7.32E-02	20
16	-150	-2144.073	0.446		3.18E-04	3.87E-05	-1.30E-02	0.00E+00	-1	-5.66E-02	20
17	-160	-2555.775	0.4317		1.99E-04	3.15E-05	-8.90E-03	0.00E+00	-1	-3.87E-02	20
18	-170	-2956.206	0.4201		1.37E-04	2.65E-05	-5.27E-03	0.00E+00	-1	-2.29E-02	20
19	-180	-3243.136	0.4131		1.08E-04	2.38E-05	-2.69E-03	0.00E+00	-1	-1.17E-02	20
20	-190	-3403.37	0.4096		9.69E-05	2.25E-05	-1.22E-03	0.00E+00	-1	-5.31E-03	20
21	-200	-3467.262	0.4082		9.26E-05	2.21E-05	-4.46E-04	0.00E+00	-1	-1.94E-03	20
22	-210	-3478.126	0.408		9.19E-05	2.20E-05	-7.37E-05	0.00E+00	-1	-3.21E-04	20
23	-220	-3463.253	0.4083		9.29E-05	2.21E-05	1.03E-04	0.00E+00	-1	4.46E-04	20
24	-230	-3436.18	0.4089		9.48E-05	2.23E-05	1.91E-04	0.00E+00	-1	8.30E-04	20
25	-240	-3403.09	0.4096		9.71E-05	2.26E-05	2.40E-04	0.00E+00	-1	1.04E-03	20
26	-250	-3366.871	0.4104		9.96E-05	2.28E-05	2.70E-04	0.00E+00	-1	1.17E-03	20
27	-260	-3328.989	0.4112		1.02E-04	2.31E-05	2.89E-04	0.00E+00	-1	1.26E-03	20
28	-270	-3290.256	0.4121		1.05E-04	2.34E-05	3.03E-04	0.00E+00	-1	1.32E-03	20
29	-280	-3251.134	0.4129		1.08E-04	2.37E-05	3.14E-04	0.00E+00	-1	1.36E-03	20
30	-290	-3211.856	0.4138		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3172.495	0.4147		1.13E-04	2.43E-05	3.32E-04	0.00E+00	-1	1.44E-03	20
32	-310	-3132.986	0.4155		1.16E-04	2.46E-05	3.43E-04	0.00E+00	-1	1.49E-03	20
33	-320	-3093.158	0.4164		1.18E-04	2.49E-05	3.56E-04	0.00E+00	-1	1.55E-03	20
34	-330	-3052.77	0.4173		1.21E-04	2.52E-05	3.76E-04	0.00E+00	-1	1.64E-03	20
35	-340	-3011.559	0.4185		1.28E-04	2.58E-05	4.06E-04	0.00E+00	-1	1.77E-03	20
36	-350	-2969.198	0.4197		1.34E-04	2.63E-05	4.47E-04	0.00E+00	-1	1.94E-03	20
37	-360	-2925.086	0.421		1.41E-04	2.68E-05	4.98E-04	0.00E+00	-1	2.16E-03	20
38	-370	-2878.739	0.4223		1.48E-04	2.74E-05	5.59E-04	0.00E+00	-1	2.43E-03	20
39	-380	-2829.83	0.4237		1.56E-04	2.80E-05	6.29E-04	0.00E+00	-1	2.73E-03	20
40	-390	-2778.23	0.4252		1.64E-04	2.87E-05	7.05E-04	0.00E+00	-1	3.06E-03	20
41	-400	-2724.007	0.4268		1.73E-04	2.93E-05	7.84E-04	0.00E+00	-1	3.41E-03	20
42	-410	-2667.407	0.4284		1.81E-04	3.00E-05	8.64E-04	0.00E+00	-1	3.76E-03	20
43	-420	-2608.797	0.4301		1.90E-04	3.08E-05	9.41E-04	0.00E+00	-1	4.09E-03	20
44	-430	-2548.6	0.4318		2.00E-04	3.15E-05	1.02E-03	0.00E+00	-1	4.41E-03	20
45	-440	-2487.25	0.4336		2.09E-04	3.23E-05	1.08E-03	0.00E+00	-1	4.71E-03	20
46	-450	-2425.141	0.4354		2.19E-04	3.30E-05	1.15E-03	0.00E+00	-1	4.98E-03	20
47	-460	-2363.845	0.4377		2.40E-04	3.42E-05	1.21E-03	0.00E+00	-1	5.27E-03	20
48	-470	-2303.992	0.4399		2.61E-04	3.54E-05	1.28E-03	0.00E+00	-1	5.56E-03	20
49	-480	-2245.648	0.4421		2.81E-04	3.66E-05	1.34E-03	0.00E+00	-1	5.81E-03	20
50	-490	-2188.727	0.4443		3.01E-04	3.77E-05	1.39E-03	0.00E+00	-1	6.05E-03	20
51	-500	-2133.121	0.4464		3.21E-04	3.88E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2078.721	0.4484		3.40E-04	3.99E-05	1.49E-03	0.00E+00	-1	6.47E-03	20
53	-520	-2025.422	0.4504		3.58E-04	4.10E-05	1.53E-03	0.00E+00	-1	6.66E-03	20
54	-530	-1973.132	0.4524		3.77E-04	4.20E-05	1.57E-03	0.00E+00	-1	6.85E-03	20
55	-540	-1921.773	0.4543		3.95E-04	4.30E-05	1.61E-03	0.00E+00	-1	7.02E-03	20
56	-550	-1872.225	0.4567		4.32E-04	4.45E-05	1.66E-03	0.00E+00	-1	7.20E-03	20
57	-560	-1824.894	0.459		4.68E-04	4.60E-05	1.70E-03	0.00E+00	-1	7.39E-03	20
58	-570	-1779.504	0.4613		5.04E-04	4.75E-05	1.74E-03	0.00E+00	-1	7.55E-03	20
59	-580	-1735.818	0.4634		5.38E-04	4.88E-05	1.77E-03	0.00E+00	-1	7.68E-03	20
60	-590	-1693.684	0.4654		5.70E-04	5.01E-05	1.79E-03	0.00E+00	-1	7.78E-03	20
61	-600	-1653.012	0.4674		6.02E-04	5.14E-05	1.80E-03	0.00E+00	-1	7.83E-03	20
62	-610	-1613.763	0.4694		6.33E-04	5.27E-05	1.80E-03	0.00E+00	-1	7.84E-03	20
63	-620	-1575.931	0.4712		6.62E-04	5.38E-05	1.79E-03	0.00E+00	-1	7.80E-03	20
64	-630	-1539.542	0.473		6.90E-04	5.50E-05	1.77E-03	0.00E+00	-1	7.69E-03	20
65	-640	-1504.883	0.4749		7.31E-04	5.63E-05	1.72E-03	0.00E+00	-1	7.49E-03	20
66	-650	-1472.563	0.4769		7.86E-04	5.79E-05	1.65E-03	0.00E+00	-1	7.19E-03	20
67	-660	-1442.668	0.4788		8.37E-04	5.93E-05	1.57E-03	0.00E+00	-1	6.80E-03	20
68	-670	-1415.048	0.4805		8.83E-04	6.07E-05	1.46E-03	0.00E+00	-1	6.33E-03	20
69	-680	-1389.608	0.4821		9.27E-04	6.19E-05	1.33E-03	0.00E+00	-1	5.78E-03	20
70	-690	-1366.29	0.4836		9.66E-04	6.30E-05	1.18E-03	0.00E+00	-1	5.14E-03	20
71	-700	-1345.053	0.4849		1.00E-03	6.40E-05	1.02E-03	0.00E+00	-1	4.44E-03	20
72	-710	-1325.866	0.4861		1.03E-03	6.50E-05	8.43E-04	0.00E+00	-1	3.67E-03	20
73	-720	-1308.705	0.4872		1.06E-03	6.58E-05	6.54E-04	0.00E+00	-1	2.84E-03	20
74	-730	-1293.54	0.4881		1.09E-03	6.65E-05	4.54E-04	0.00E+00	-1	1.97E-03	20
75	-740	-1280.341	0.489		1.11E-03	6.72E-05	2.47E-04	0.00E+00	-1	1.08E-03	20
76	-750	-1269.068	0.4897		1.13E-03	6.77E-05	3.70E-05	0.00E+00	-1	1.61E-04	20
77	-760	-1259.672	0.4903		1.15E-03	6.82E-05	-1.74E-04	0.00E+00	-1	-7.57E-04	20
78	-770	-1252.094	0.4907		1.16E-03	6.85E-05	-3.83E-04	0.00E+00	-1	-1.66E-03	20
79	-780	-1246.267	0.4911		1.17E-03	6.88E-05	-5.85E-04	0.00E+00	-1	-2.55E-03	20
80	-790	-1242.107	0.4914		1.18E-03	6.90E-05	-7.80E-04	0.00E+00	-1	-3.39E-03	20
81	-800	-1239.524	0.4915		1.18E-03	6.91E-05	-9.62E-04	0.00E+00	-1	-4.18E-03	20
82	-810	-1238.414	0.4916		1.18E-03	6.92E-05	-1.13E-03	0.00E+00	-1	-4.92E-03	20
83	-820	-1238.665	0.4916		1.18E-03	6.92E-05	-1.29E-03	0.00E+00	-1	-5.59E-03	20
84	-830	-1240.156	0.4915		1.18E-03	6.91E-05	-1.42E-03	0.00E+00	-1	-6.18E-03	20
85	-840	-1242.755	0.4913		1.18E-03	6.90E-05	-1.54E-03	0.00E+00	-1	-6.68E-03	20
86	-850	-1246.328	0.4911		1.17E-03	6.88E-05	-1.64E-03	0.00E+00	-1	-7.11E-03	20
87	-860	-1250.732	0.4908		1.16E-03	6.86E-05	-1.71E-03	0.00E+00	-1	-7.45E-03	20
88	-870	-1255.821	0.4905		1.15E-03	6.84E-05	-1.77E-03	0.00E+00	-1	-7.70E-03	20
89	-880	-1261.446	0.4901		1.14E-03	6.81E-05	-1.81E-03	0.00E+00	-1	-7.86E-03	20
90	-890	-1267.452	0.4898		1.13E-03	6.78E-05	-1.83E-03	0.00E+00	-1	-7.94E-03	20
91	-900	-1273.686	0.4894		1.12E-03	6.75E-05	-1.83E-03	0.00E+00	-1	-7.94E-03	20
92	-910	-1279.992	0.489		1.11E-03	6.72E-05	-1.81E-03	0.00E+00	-1	-7.87E-03	20
93	-920	-1286.212	0.4886		1.10E-03	6.69E-05	-1.77E-03	0.00E+00	-1	-7.71E-03	20
94	-930	-1292.191	0.4882		1.09E-03	6.66E-05	-1.72E-03	0.00E+00	-1	-7.49E-03	20
95	-940	-1297.775	0.4879		1.08E-03	6.63E-05	-1.66E-03	0.00E+00	-1	-7.21E-03	20
96	-950	-1302.817	0.4876		1.07E-03	6.61E-05	-1.58E-03	0.00E+00	-1	-6.86E-03	20
97	-960	-1307.176	0.4873		1.07E-03	6.59E-05	-1.49E-03	0.00E+00	-1	-6.47E-03	20
98	-970	-1310.726	0.4871		1.06E-03	6.57E-05	-1.39E-03	0.00E+00	-1	-6.04E-03	20
99	-980	-1313.356	0.4869		1.06E-03	6.56E-05	-1.28E-03	0.00E+00	-1	-5.57E-03	20
100	-990	-1314.979	0.4868		1.05E-03	6.55E-05	-1.17E-03	0.00E+00	-1	-5.08E-03	20
101	-1000	-1315.531	0.4868		1.05E-03	6.55E-05	-1.11E-03	0.00E+00	-1	-4.83E-03	20
end											
											
											
Tim	e:      210.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-419.411	0.5886		2.52E-03	1.75E-04	-1.00E-02	0.00E+00	-1	-4.35E-02	20
2	-10	-447.162	0.5838		2.21E-03	1.68E-04	-8.46E-03	0.00E+00	-1	-3.68E-02	20
3	-20	-476.076	0.5788		1.90E-03	1.60E-04	-8.56E-03	0.00E+00	-1	-3.72E-02	20
4	-30	-517.395	0.5727		1.66E-03	1.52E-04	-1.02E-02	0.00E+00	-1	-4.42E-02	20
5	-40	-583.923	0.5629		1.27E-03	1.38E-04	-1.24E-02	0.00E+00	-1	-5.41E-02	20
6	-50	-701.611	0.5481		8.74E-04	1.20E-04	-1.48E-02	0.00E+00	-1	-6.42E-02	20
7	-60	-762.78	0.5325		3.58E-03	1.09E-04	-1.67E-02	0.00E+00	-1	-7.26E-02	20
8	-70	-803.937	0.5284		3.27E-03	1.05E-04	-1.83E-02	0.00E+00	-1	-7.93E-02	20
9	-80	-855.543	0.5233		2.89E-03	9.93E-05	-1.96E-02	0.00E+00	-1	-8.50E-02	20
10	-90	-921.89	0.5168		2.39E-03	9.23E-05	-2.05E-02	0.00E+00	-1	-8.93E-02	20
11	-100	-1008.571	0.5093		1.95E-03	8.50E-05	-2.11E-02	0.00E+00	-1	-9.18E-02	20
12	-110	-1120.217	0.5004		1.55E-03	7.69E-05	-2.11E-02	0.00E+00	-1	-9.17E-02	20
13	-120	-1266.371	0.4898		1.14E-03	6.79E-05	-2.05E-02	0.00E+00	-1	-8.90E-02	20
14	-130	-1462.951	0.4775		8.02E-04	5.84E-05	-1.90E-02	0.00E+00	-1	-8.26E-02	20
15	-140	-1719.002	0.4642		5.51E-04	4.94E-05	-1.65E-02	0.00E+00	-1	-7.17E-02	20
16	-150	-2040.489	0.4499		3.53E-04	4.07E-05	-1.32E-02	0.00E+00	-1	-5.72E-02	20
17	-160	-2426.961	0.4354		2.19E-04	3.30E-05	-9.59E-03	0.00E+00	-1	-4.17E-02	20
18	-170	-2836.865	0.4235		1.55E-04	2.79E-05	-6.11E-03	0.00E+00	-1	-2.66E-02	20
19	-180	-3151.381	0.4151		1.14E-04	2.45E-05	-3.31E-03	0.00E+00	-1	-1.44E-02	20
20	-190	-3350.5	0.4108		1.01E-04	2.30E-05	-1.61E-03	0.00E+00	-1	-7.01E-03	20
21	-200	-3440.808	0.4088		9.45E-05	2.23E-05	-6.53E-04	0.00E+00	-1	-2.84E-03	20
22	-210	-3465.651	0.4082		9.28E-05	2.21E-05	-1.71E-04	0.00E+00	-1	-7.42E-04	20
23	-220	-3457.262	0.4084		9.34E-05	2.21E-05	5.93E-05	0.00E+00	-1	2.58E-04	20
24	-230	-3433.072	0.409		9.50E-05	2.23E-05	1.71E-04	0.00E+00	-1	7.45E-04	20
25	-240	-3401.305	0.4096		9.72E-05	2.26E-05	2.30E-04	0.00E+00	-1	1.00E-03	20
26	-250	-3365.744	0.4104		9.96E-05	2.28E-05	2.65E-04	0.00E+00	-1	1.15E-03	20
27	-260	-3328.223	0.4113		1.02E-04	2.31E-05	2.87E-04	0.00E+00	-1	1.25E-03	20
28	-270	-3289.698	0.4121		1.05E-04	2.34E-05	3.02E-04	0.00E+00	-1	1.31E-03	20
29	-280	-3250.684	0.413		1.08E-04	2.37E-05	3.13E-04	0.00E+00	-1	1.36E-03	20
30	-290	-3211.437	0.4138		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.41E-03	20
31	-300	-3172.04	0.4147		1.13E-04	2.43E-05	3.33E-04	0.00E+00	-1	1.45E-03	20
32	-310	-3132.434	0.4155		1.16E-04	2.46E-05	3.45E-04	0.00E+00	-1	1.50E-03	20
33	-320	-3092.454	0.4164		1.18E-04	2.49E-05	3.59E-04	0.00E+00	-1	1.56E-03	20
34	-330	-3051.875	0.4173		1.21E-04	2.53E-05	3.80E-04	0.00E+00	-1	1.65E-03	20
35	-340	-3010.323	0.4185		1.28E-04	2.58E-05	4.11E-04	0.00E+00	-1	1.79E-03	20
36	-350	-2967.601	0.4198		1.35E-04	2.63E-05	4.52E-04	0.00E+00	-1	1.97E-03	20
37	-360	-2923.132	0.421		1.41E-04	2.69E-05	5.04E-04	0.00E+00	-1	2.19E-03	20
38	-370	-2876.463	0.4224		1.49E-04	2.74E-05	5.65E-04	0.00E+00	-1	2.45E-03	20
39	-380	-2827.3	0.4238		1.56E-04	2.80E-05	6.34E-04	0.00E+00	-1	2.75E-03	20
40	-390	-2775.536	0.4253		1.64E-04	2.87E-05	7.08E-04	0.00E+00	-1	3.08E-03	20
41	-400	-2721.252	0.4269		1.73E-04	2.94E-05	7.86E-04	0.00E+00	-1	3.42E-03	20
42	-410	-2664.686	0.4285		1.82E-04	3.01E-05	8.65E-04	0.00E+00	-1	3.76E-03	20
43	-420	-2606.185	0.4302		1.91E-04	3.08E-05	9.41E-04	0.00E+00	-1	4.09E-03	20
44	-430	-2546.148	0.4319		2.00E-04	3.15E-05	1.01E-03	0.00E+00	-1	4.41E-03	20
45	-440	-2484.981	0.4337		2.10E-04	3.23E-05	1.08E-03	0.00E+00	-1	4.70E-03	20
46	-450	-2423.061	0.4355		2.19E-04	3.31E-05	1.14E-03	0.00E+00	-1	4.97E-03	20
47	-460	-2361.977	0.4377		2.40E-04	3.43E-05	1.21E-03	0.00E+00	-1	5.26E-03	20
48	-470	-2302.331	0.44		2.61E-04	3.55E-05	1.28E-03	0.00E+00	-1	5.55E-03	20
49	-480	-2244.149	0.4422		2.82E-04	3.66E-05	1.34E-03	0.00E+00	-1	5.81E-03	20
50	-490	-2187.352	0.4443		3.02E-04	3.77E-05	1.39E-03	0.00E+00	-1	6.04E-03	20
51	-500	-2131.841	0.4464		3.21E-04	3.88E-05	1.44E-03	0.00E+00	-1	6.26E-03	20
52	-510	-2077.516	0.4485		3.40E-04	3.99E-05	1.49E-03	0.00E+00	-1	6.47E-03	20
53	-520	-2024.282	0.4505		3.59E-04	4.10E-05	1.53E-03	0.00E+00	-1	6.66E-03	20
54	-530	-1972.052	0.4524		3.77E-04	4.20E-05	1.57E-03	0.00E+00	-1	6.84E-03	20
55	-540	-1920.756	0.4544		3.95E-04	4.31E-05	1.61E-03	0.00E+00	-1	7.01E-03	20
56	-550	-1871.298	0.4568		4.32E-04	4.46E-05	1.65E-03	0.00E+00	-1	7.19E-03	20
57	-560	-1824.087	0.4591		4.69E-04	4.61E-05	1.70E-03	0.00E+00	-1	7.37E-03	20
58	-570	-1778.832	0.4613		5.04E-04	4.75E-05	1.73E-03	0.00E+00	-1	7.53E-03	20
59	-580	-1735.302	0.4634		5.38E-04	4.88E-05	1.76E-03	0.00E+00	-1	7.65E-03	20
60	-590	-1693.35	0.4655		5.71E-04	5.02E-05	1.78E-03	0.00E+00	-1	7.73E-03	20
61	-600	-1652.889	0.4674		6.02E-04	5.14E-05	1.79E-03	0.00E+00	-1	7.78E-03	20
62	-610	-1613.878	0.4693		6.33E-04	5.26E-05	1.79E-03	0.00E+00	-1	7.77E-03	20
63	-620	-1576.315	0.4712		6.62E-04	5.38E-05	1.77E-03	0.00E+00	-1	7.71E-03	20
64	-630	-1540.221	0.473		6.90E-04	5.50E-05	1.75E-03	0.00E+00	-1	7.59E-03	20
65	-640	-1505.86	0.4748		7.29E-04	5.63E-05	1.70E-03	0.00E+00	-1	7.38E-03	20
66	-650	-1473.842	0.4768		7.84E-04	5.78E-05	1.63E-03	0.00E+00	-1	7.07E-03	20
67	-660	-1444.253	0.4787		8.34E-04	5.93E-05	1.53E-03	0.00E+00	-1	6.67E-03	20
68	-670	-1416.935	0.4804		8.80E-04	6.06E-05	1.43E-03	0.00E+00	-1	6.20E-03	20
69	-680	-1391.786	0.482		9.23E-04	6.18E-05	1.30E-03	0.00E+00	-1	5.64E-03	20
70	-690	-1368.738	0.4834		9.62E-04	6.29E-05	1.15E-03	0.00E+00	-1	5.01E-03	20
71	-700	-1347.745	0.4847		9.97E-04	6.39E-05	9.93E-04	0.00E+00	-1	4.32E-03	20
72	-710	-1328.769	0.4859		1.03E-03	6.48E-05	8.20E-04	0.00E+00	-1	3.56E-03	20
73	-720	-1311.78	0.487		1.06E-03	6.57E-05	6.35E-04	0.00E+00	-1	2.76E-03	20
74	-730	-1296.745	0.4879		1.08E-03	6.64E-05	4.40E-04	0.00E+00	-1	1.91E-03	20
75	-740	-1283.628	0.4888		1.11E-03	6.70E-05	2.40E-04	0.00E+00	-1	1.04E-03	20
76	-750	-1272.388	0.4895		1.13E-03	6.76E-05	3.58E-05	0.00E+00	-1	1.56E-04	20
77	-760	-1262.977	0.49		1.14E-03	6.80E-05	-1.69E-04	0.00E+00	-1	-7.33E-04	20
78	-770	-1255.335	0.4905		1.15E-03	6.84E-05	-3.71E-04	0.00E+00	-1	-1.61E-03	20
79	-780	-1249.395	0.4909		1.16E-03	6.87E-05	-5.67E-04	0.00E+00	-1	-2.47E-03	20
80	-790	-1245.08	0.4912		1.17E-03	6.89E-05	-7.56E-04	0.00E+00	-1	-3.29E-03	20
81	-800	-1242.301	0.4913		1.18E-03	6.90E-05	-9.34E-04	0.00E+00	-1	-4.06E-03	20
82	-810	-1240.961	0.4914		1.18E-03	6.91E-05	-1.10E-03	0.00E+00	-1	-4.78E-03	20
83	-820	-1240.954	0.4914		1.18E-03	6.91E-05	-1.25E-03	0.00E+00	-1	-5.43E-03	20
84	-830	-1242.162	0.4914		1.18E-03	6.90E-05	-1.38E-03	0.00E+00	-1	-6.01E-03	20
85	-840	-1244.464	0.4912		1.17E-03	6.89E-05	-1.50E-03	0.00E+00	-1	-6.51E-03	20
86	-850	-1247.728	0.491		1.17E-03	6.88E-05	-1.60E-03	0.00E+00	-1	-6.94E-03	20
87	-860	-1251.819	0.4907		1.16E-03	6.86E-05	-1.67E-03	0.00E+00	-1	-7.28E-03	20
88	-870	-1256.595	0.4904		1.15E-03	6.83E-05	-1.73E-03	0.00E+00	-1	-7.53E-03	20
89	-880	-1261.91	0.4901		1.14E-03	6.81E-05	-1.77E-03	0.00E+00	-1	-7.71E-03	20
90	-890	-1267.615	0.4898		1.13E-03	6.78E-05	-1.79E-03	0.00E+00	-1	-7.80E-03	20
91	-900	-1273.559	0.4894		1.12E-03	6.75E-05	-1.80E-03	0.00E+00	-1	-7.81E-03	20
92	-910	-1279.588	0.489		1.11E-03	6.72E-05	-1.78E-03	0.00E+00	-1	-7.74E-03	20
93	-920	-1285.546	0.4886		1.10E-03	6.69E-05	-1.75E-03	0.00E+00	-1	-7.60E-03	20
94	-930	-1291.282	0.4883		1.09E-03	6.66E-05	-1.70E-03	0.00E+00	-1	-7.39E-03	20
95	-940	-1296.645	0.4879		1.08E-03	6.64E-05	-1.64E-03	0.00E+00	-1	-7.12E-03	20
96	-950	-1301.489	0.4876		1.08E-03	6.62E-05	-1.56E-03	0.00E+00	-1	-6.79E-03	20
97	-960	-1305.679	0.4874		1.07E-03	6.60E-05	-1.48E-03	0.00E+00	-1	-6.42E-03	20
98	-970	-1309.092	0.4872		1.06E-03	6.58E-05	-1.38E-03	0.00E+00	-1	-6.00E-03	20
99	-980	-1311.621	0.487		1.06E-03	6.57E-05	-1.28E-03	0.00E+00	-1	-5.55E-03	20
100	-990	-1313.181	0.4869		1.06E-03	6.56E-05	-1.17E-03	0.00E+00	-1	-5.07E-03	20
101	-1000	-1313.711	0.4869		1.06E-03	6.56E-05	-1.11E-03	0.00E+00	-1	-4.83E-03	20
end											
											
											
Tim	e:      220.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
