***	**** Program	HYDRUS									
***	****										
Wel	come to HYDR	US-1D									
Dat	e:  25. 9.	Time:  16	: 0:13								
Uni	ts: L = mm	", T = min"	", M = mmo"		l						
											
											
Tim	e:       10.	0									
											
											
Nod	e      Depth	Head	Moisture	Ths	K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
21	-200	-3581.845	0.4057		8.48E-05	2.12E-05	1.07E-04	0.00E+00	-1	4.64E-04	20
22	-210	-3547.439	0.4064		8.72E-05	2.15E-05	2.48E-04	0.00E+00	-1	1.08E-03	20
23	-220	-3505.268	0.4074		9.01E-05	2.18E-05	2.94E-04	0.00E+00	-1	1.28E-03	20
24	-230	-3462.176	0.4083		9.30E-05	2.21E-05	3.06E-04	0.00E+00	-1	1.33E-03	20
25	-240	-3419.509	0.4092		9.60E-05	2.24E-05	3.11E-04	0.00E+00	-1	1.35E-03	20
26	-250	-3377.437	0.4102		9.88E-05	2.28E-05	3.14E-04	0.00E+00	-1	1.36E-03	20
27	-260	-3335.985	0.4111		1.02E-04	2.31E-05	3.17E-04	0.00E+00	-1	1.38E-03	20
28	-270	-3295.133	0.412		1.05E-04	2.34E-05	3.19E-04	0.00E+00	-1	1.39E-03	20
29	-280	-3254.874	0.4129		1.07E-04	2.37E-05	3.21E-04	0.00E+00	-1	1.40E-03	20
30	-290	-3215.2	0.4137		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3176.099	0.4146		1.13E-04	2.43E-05	3.25E-04	0.00E+00	-1	1.41E-03	20
32	-310	-3137.554	0.4154		1.15E-04	2.46E-05	3.26E-04	0.00E+00	-1	1.42E-03	20
33	-320	-3099.546	0.4163		1.18E-04	2.49E-05	3.28E-04	0.00E+00	-1	1.42E-03	20
34	-330	-3061.985	0.4171		1.21E-04	2.52E-05	3.30E-04	0.00E+00	-1	1.44E-03	20
35	-340	-3024.981	0.4181		1.26E-04	2.56E-05	3.36E-04	0.00E+00	-1	1.46E-03	20
36	-350	-2988.567	0.4191		1.31E-04	2.60E-05	3.43E-04	0.00E+00	-1	1.49E-03	20
37	-360	-2952.695	0.4202		1.37E-04	2.65E-05	3.51E-04	0.00E+00	-1	1.53E-03	20
38	-370	-2917.271	0.4212		1.42E-04	2.69E-05	3.62E-04	0.00E+00	-1	1.57E-03	20
39	-380	-2881.891	0.4222		1.48E-04	2.74E-05	3.91E-04	0.00E+00	-1	1.70E-03	20
40	-390	-2844.509	0.4233		1.54E-04	2.78E-05	4.91E-04	0.00E+00	-1	2.13E-03	20
41	-400	-2798.322	0.4246		1.61E-04	2.84E-05	7.32E-04	0.00E+00	-1	3.18E-03	20
42	-410	-2734.384	0.4265		1.71E-04	2.92E-05	9.79E-04	0.00E+00	-1	4.26E-03	20
43	-420	-2664.103	0.4285		1.82E-04	3.01E-05	1.10E-03	0.00E+00	-1	4.76E-03	20
44	-430	-2593.855	0.4305		1.93E-04	3.09E-05	1.15E-03	0.00E+00	-1	4.98E-03	20
45	-440	-2525.262	0.4325		2.03E-04	3.18E-05	1.17E-03	0.00E+00	-1	5.10E-03	20
46	-450	-2458.385	0.4344		2.14E-04	3.26E-05	1.20E-03	0.00E+00	-1	5.23E-03	20
47	-460	-2393.402	0.4366		2.29E-04	3.36E-05	1.24E-03	0.00E+00	-1	5.41E-03	20
48	-470	-2330.555	0.4389		2.51E-04	3.49E-05	1.30E-03	0.00E+00	-1	5.64E-03	20
49	-480	-2269.919	0.4412		2.73E-04	3.61E-05	1.35E-03	0.00E+00	-1	5.88E-03	20
50	-490	-2211.144	0.4434		2.93E-04	3.73E-05	1.40E-03	0.00E+00	-1	6.10E-03	20
51	-500	-2154.104	0.4456		3.13E-04	3.84E-05	1.45E-03	0.00E+00	-1	6.29E-03	20
52	-510	-2098.718	0.4477		3.33E-04	3.95E-05	1.48E-03	0.00E+00	-1	6.44E-03	20
53	-520	-2044.904	0.4497		3.51E-04	4.06E-05	1.51E-03	0.00E+00	-1	6.58E-03	20
54	-530	-1992.531	0.4517		3.70E-04	4.16E-05	1.54E-03	0.00E+00	-1	6.71E-03	20
55	-540	-1941.362	0.4536		3.88E-04	4.26E-05	1.58E-03	0.00E+00	-1	6.87E-03	20
56	-550	-1891.606	0.4558		4.16E-04	4.39E-05	1.63E-03	0.00E+00	-1	7.08E-03	20
57	-560	-1843.454	0.4581		4.54E-04	4.54E-05	1.69E-03	0.00E+00	-1	7.36E-03	20
58	-570	-1796.89	0.4604		4.90E-04	4.69E-05	1.76E-03	0.00E+00	-1	7.64E-03	20
59	-580	-1751.684	0.4626		5.25E-04	4.83E-05	1.81E-03	0.00E+00	-1	7.89E-03	20
60	-590	-1707.734	0.4648		5.60E-04	4.97E-05	1.86E-03	0.00E+00	-1	8.11E-03	20
61	-600	-1664.978	0.4669		5.93E-04	5.10E-05	1.91E-03	0.00E+00	-1	8.29E-03	20
62	-610	-1623.351	0.4689		6.25E-04	5.24E-05	1.94E-03	0.00E+00	-1	8.45E-03	20
63	-620	-1582.756	0.4709		6.57E-04	5.36E-05	1.98E-03	0.00E+00	-1	8.60E-03	20
64	-630	-1543.04	0.4728		6.88E-04	5.49E-05	2.02E-03	0.00E+00	-1	8.78E-03	20
65	-640	-1504.287	0.4749		7.32E-04	5.64E-05	2.07E-03	0.00E+00	-1	9.02E-03	20
66	-650	-1466.697	0.4773		7.96E-04	5.82E-05	2.14E-03	0.00E+00	-1	9.32E-03	20
67	-660	-1430.33	0.4796		8.57E-04	5.99E-05	2.21E-03	0.00E+00	-1	9.63E-03	20
68	-670	-1394.99	0.4818		9.17E-04	6.16E-05	2.28E-03	0.00E+00	-1	9.91E-03	20
69	-680	-1360.591	0.4839		9.76E-04	6.33E-05	2.33E-03	0.00E+00	-1	1.01E-02	20
70	-690	-1327.096	0.486		1.03E-03	6.49E-05	2.38E-03	0.00E+00	-1	1.03E-02	20
71	-700	-1294.527	0.4881		1.09E-03	6.65E-05	2.39E-03	0.00E+00	-1	1.04E-02	20
72	-710	-1263.045	0.49		1.14E-03	6.80E-05	2.36E-03	0.00E+00	-1	1.03E-02	20
73	-720	-1233.133	0.4919		1.19E-03	6.95E-05	2.21E-03	0.00E+00	-1	9.59E-03	20
74	-730	-1205.948	0.4936		1.24E-03	7.08E-05	1.82E-03	0.00E+00	-1	7.92E-03	20
75	-740	-1183.759	0.4954		1.32E-03	7.23E-05	1.06E-03	0.00E+00	-1	4.62E-03	20
76	-750	-1169.523	0.4965		1.37E-03	7.34E-05	-1.13E-05	0.00E+00	-1	-4.90E-05	20
77	-760	-1163.811	0.4969		1.39E-03	7.38E-05	-1.07E-03	0.00E+00	-1	-4.65E-03	20
78	-770	-1165	0.4968		1.38E-03	7.37E-05	-1.84E-03	0.00E+00	-1	-8.00E-03	20
79	-780	-1170.507	0.4964		1.36E-03	7.33E-05	-2.26E-03	0.00E+00	-1	-9.82E-03	20
80	-790	-1178.194	0.4958		1.34E-03	7.27E-05	-2.42E-03	0.00E+00	-1	-1.05E-02	20
81	-800	-1186.822	0.4951		1.30E-03	7.21E-05	-2.45E-03	0.00E+00	-1	-1.07E-02	20
82	-810	-1195.842	0.4944		1.27E-03	7.15E-05	-2.43E-03	0.00E+00	-1	-1.06E-02	20
83	-820	-1205.069	0.4937		1.24E-03	7.08E-05	-2.40E-03	0.00E+00	-1	-1.04E-02	20
84	-830	-1214.42	0.4931		1.22E-03	7.04E-05	-2.37E-03	0.00E+00	-1	-1.03E-02	20
85	-840	-1223.787	0.4925		1.21E-03	6.99E-05	-2.34E-03	0.00E+00	-1	-1.02E-02	20
86	-850	-1233.197	0.4919		1.19E-03	6.95E-05	-2.32E-03	0.00E+00	-1	-1.01E-02	20
87	-860	-1242.666	0.4913		1.18E-03	6.90E-05	-2.29E-03	0.00E+00	-1	-9.97E-03	20
88	-870	-1252.203	0.4907		1.16E-03	6.85E-05	-2.27E-03	0.00E+00	-1	-9.87E-03	20
89	-880	-1261.813	0.4901		1.14E-03	6.81E-05	-2.25E-03	0.00E+00	-1	-9.76E-03	20
90	-890	-1271.497	0.4895		1.13E-03	6.76E-05	-2.22E-03	0.00E+00	-1	-9.66E-03	20
91	-900	-1281.258	0.4889		1.11E-03	6.71E-05	-2.20E-03	0.00E+00	-1	-9.56E-03	20
92	-910	-1291.096	0.4883		1.09E-03	6.67E-05	-2.17E-03	0.00E+00	-1	-9.45E-03	20
93	-920	-1301.012	0.4877		1.08E-03	6.62E-05	-2.15E-03	0.00E+00	-1	-9.34E-03	20
94	-930	-1311.005	0.487		1.06E-03	6.57E-05	-2.12E-03	0.00E+00	-1	-9.23E-03	20
95	-940	-1321.07	0.4864		1.04E-03	6.52E-05	-2.10E-03	0.00E+00	-1	-9.11E-03	20
96	-950	-1331.191	0.4858		1.03E-03	6.47E-05	-2.06E-03	0.00E+00	-1	-8.97E-03	20
97	-960	-1341.294	0.4851		1.01E-03	6.42E-05	-2.02E-03	0.00E+00	-1	-8.76E-03	20
98	-970	-1351.147	0.4845		9.92E-04	6.38E-05	-1.93E-03	0.00E+00	-1	-8.38E-03	20
99	-980	-1360.122	0.484		9.76E-04	6.33E-05	-1.75E-03	0.00E+00	-1	-7.60E-03	20
100	-990	-1366.891	0.4835		9.65E-04	6.30E-05	-1.42E-03	0.00E+00	-1	-6.19E-03	20
101	-1000	-1369.542	0.4834		9.61E-04	6.29E-05	-1.22E-03	0.00E+00	-1	-5.30E-03	20
end											
											
											
Tim	e:       30.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-35.872	0.6761		4.68E-02	2.41E-04	-2.40E-01	0.00E+00	-1	-1.04E+00	20
2	-10	-95.329	0.6606		2.11E-02	2.67E-04	-2.26E-01	0.00E+00	-1	-9.83E-01	20
3	-20	-242.494	0.6237		6.36E-03	2.28E-04	-1.93E-01	0.00E+00	-1	-8.38E-01	20
4	-30	-702.355	0.548		8.62E-04	1.19E-04	-1.25E-01	0.00E+00	-1	-5.43E-01	20
5	-40	-2466.207	0.4417		4.19E-05	3.29E-05	-4.20E-02	0.00E+00	-1	-1.82E-01	20
6	-50	-3794.729	0.4084		1.37E-05	1.96E-05	-1.60E-03	0.00E+00	-1	-6.96E-03	20
7	-60	-3670.911	0.4037		7.87E-05	2.05E-05	4.37E-04	0.00E+00	-1	1.90E-03	20
8	-70	-3617.818	0.4049		8.24E-05	2.09E-05	2.07E-04	0.00E+00	-1	8.98E-04	20
9	-80	-3599.844	0.4053		8.36E-05	2.11E-05	9.72E-06	0.00E+00	-1	4.23E-05	20
10	-90	-3595.424	0.4054		8.39E-05	2.11E-05	-6.17E-05	0.00E+00	-1	-2.68E-04	20
11	-100	-3594.559	0.4054		8.40E-05	2.11E-05	-7.97E-05	0.00E+00	-1	-3.47E-04	20
12	-110	-3594.419	0.4054		8.40E-05	2.11E-05	-8.33E-05	0.00E+00	-1	-3.62E-04	20
13	-120	-3594.4	0.4054		8.40E-05	2.11E-05	-8.39E-05	0.00E+00	-1	-3.65E-04	20
14	-130	-3594.399	0.4054		8.40E-05	2.11E-05	-8.40E-05	0.00E+00	-1	-3.65E-04	20
15	-140	-3594.398	0.4054		8.40E-05	2.11E-05	-8.39E-05	0.00E+00	-1	-3.65E-04	20
16	-150	-3594.394	0.4054		8.40E-05	2.11E-05	-8.38E-05	0.00E+00	-1	-3.64E-04	20
17	-160	-3594.363	0.4054		8.40E-05	2.11E-05	-8.30E-05	0.00E+00	-1	-3.61E-04	20
18	-170	-3594.166	0.4054		8.40E-05	2.11E-05	-7.88E-05	0.00E+00	-1	-3.42E-04	20
19	-180	-3593.114	0.4054		8.41E-05	2.11E-05	-6.08E-05	0.00E+00	-1	-2.64E-04	20
20	-190	-3588.618	0.4055		8.44E-05	2.11E-05	-4.76E-06	0.00E+00	-1	-2.07E-05	20
21	-200	-3574.278	0.4059		8.53E-05	2.13E-05	1.07E-04	0.00E+00	-1	4.67E-04	20
22	-210	-3543.672	0.4065		8.74E-05	2.15E-05	2.21E-04	0.00E+00	-1	9.59E-04	20
23	-220	-3504.058	0.4074		9.02E-05	2.18E-05	2.79E-04	0.00E+00	-1	1.21E-03	20
24	-230	-3461.785	0.4083		9.31E-05	2.21E-05	3.01E-04	0.00E+00	-1	1.31E-03	20
25	-240	-3419.316	0.4093		9.60E-05	2.24E-05	3.09E-04	0.00E+00	-1	1.35E-03	20
26	-250	-3377.296	0.4102		9.89E-05	2.28E-05	3.14E-04	0.00E+00	-1	1.36E-03	20
27	-260	-3335.864	0.4111		1.02E-04	2.31E-05	3.17E-04	0.00E+00	-1	1.38E-03	20
28	-270	-3295.029	0.412		1.05E-04	2.34E-05	3.19E-04	0.00E+00	-1	1.39E-03	20
29	-280	-3254.786	0.4129		1.07E-04	2.37E-05	3.21E-04	0.00E+00	-1	1.40E-03	20
30	-290	-3215.127	0.4137		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3176.033	0.4146		1.13E-04	2.43E-05	3.25E-04	0.00E+00	-1	1.41E-03	20
32	-310	-3137.489	0.4154		1.15E-04	2.46E-05	3.26E-04	0.00E+00	-1	1.42E-03	20
33	-320	-3099.448	0.4163		1.18E-04	2.49E-05	3.28E-04	0.00E+00	-1	1.43E-03	20
34	-330	-3061.82	0.4171		1.21E-04	2.52E-05	3.31E-04	0.00E+00	-1	1.44E-03	20
35	-340	-3024.748	0.4181		1.26E-04	2.56E-05	3.36E-04	0.00E+00	-1	1.46E-03	20
36	-350	-2988.295	0.4192		1.31E-04	2.60E-05	3.44E-04	0.00E+00	-1	1.49E-03	20
37	-360	-2952.335	0.4202		1.37E-04	2.65E-05	3.54E-04	0.00E+00	-1	1.54E-03	20
38	-370	-2916.509	0.4212		1.42E-04	2.69E-05	3.75E-04	0.00E+00	-1	1.63E-03	20
39	-380	-2879.678	0.4223		1.48E-04	2.74E-05	4.28E-04	0.00E+00	-1	1.86E-03	20
40	-390	-2838.895	0.4235		1.55E-04	2.79E-05	5.46E-04	0.00E+00	-1	2.38E-03	20
41	-400	-2789.326	0.4249		1.62E-04	2.85E-05	7.38E-04	0.00E+00	-1	3.21E-03	20
42	-410	-2728.528	0.4266		1.72E-04	2.93E-05	9.31E-04	0.00E+00	-1	4.05E-03	20
43	-420	-2661.275	0.4286		1.82E-04	3.01E-05	1.06E-03	0.00E+00	-1	4.60E-03	20
44	-430	-2592.396	0.4306		1.93E-04	3.10E-05	1.13E-03	0.00E+00	-1	4.91E-03	20
45	-440	-2524.188	0.4325		2.04E-04	3.18E-05	1.17E-03	0.00E+00	-1	5.09E-03	20
46	-450	-2457.235	0.4345		2.14E-04	3.26E-05	1.21E-03	0.00E+00	-1	5.25E-03	20
47	-460	-2392.061	0.4366		2.30E-04	3.37E-05	1.25E-03	0.00E+00	-1	5.43E-03	20
48	-470	-2329.121	0.439		2.52E-04	3.49E-05	1.30E-03	0.00E+00	-1	5.66E-03	20
49	-480	-2268.549	0.4413		2.73E-04	3.61E-05	1.35E-03	0.00E+00	-1	5.88E-03	20
50	-490	-2209.929	0.4435		2.94E-04	3.73E-05	1.40E-03	0.00E+00	-1	6.09E-03	20
51	-500	-2153.058	0.4456		3.14E-04	3.84E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2097.811	0.4477		3.33E-04	3.95E-05	1.48E-03	0.00E+00	-1	6.44E-03	20
53	-520	-2044.058	0.4497		3.52E-04	4.06E-05	1.52E-03	0.00E+00	-1	6.58E-03	20
54	-530	-1991.631	0.4517		3.70E-04	4.16E-05	1.55E-03	0.00E+00	-1	6.74E-03	20
55	-540	-1940.3	0.4536		3.88E-04	4.27E-05	1.59E-03	0.00E+00	-1	6.90E-03	20
56	-550	-1890.384	0.4558		4.17E-04	4.40E-05	1.64E-03	0.00E+00	-1	7.12E-03	20
57	-560	-1842.179	0.4582		4.55E-04	4.55E-05	1.70E-03	0.00E+00	-1	7.38E-03	20
58	-570	-1795.678	0.4605		4.91E-04	4.69E-05	1.76E-03	0.00E+00	-1	7.63E-03	20
59	-580	-1750.601	0.4627		5.26E-04	4.84E-05	1.81E-03	0.00E+00	-1	7.87E-03	20
60	-590	-1706.792	0.4648		5.60E-04	4.97E-05	1.86E-03	0.00E+00	-1	8.09E-03	20
61	-600	-1664.149	0.4669		5.93E-04	5.11E-05	1.90E-03	0.00E+00	-1	8.28E-03	20
62	-610	-1622.573	0.4689		6.26E-04	5.24E-05	1.95E-03	0.00E+00	-1	8.46E-03	20
63	-620	-1581.944	0.4709		6.57E-04	5.37E-05	1.99E-03	0.00E+00	-1	8.63E-03	20
64	-630	-1542.119	0.4729		6.88E-04	5.49E-05	2.03E-03	0.00E+00	-1	8.82E-03	20
65	-640	-1503.255	0.475		7.34E-04	5.64E-05	2.08E-03	0.00E+00	-1	9.06E-03	20
66	-650	-1465.623	0.4773		7.98E-04	5.82E-05	2.15E-03	0.00E+00	-1	9.34E-03	20
67	-660	-1429.309	0.4796		8.59E-04	6.00E-05	2.21E-03	0.00E+00	-1	9.61E-03	20
68	-670	-1394.119	0.4818		9.19E-04	6.17E-05	2.26E-03	0.00E+00	-1	9.84E-03	20
69	-680	-1359.986	0.484		9.77E-04	6.33E-05	2.30E-03	0.00E+00	-1	1.00E-02	20
70	-690	-1326.97	0.486		1.03E-03	6.49E-05	2.30E-03	0.00E+00	-1	1.00E-02	20
71	-700	-1295.295	0.488		1.09E-03	6.65E-05	2.25E-03	0.00E+00	-1	9.80E-03	20
72	-710	-1265.413	0.4899		1.14E-03	6.79E-05	2.11E-03	0.00E+00	-1	9.19E-03	20
73	-720	-1238.037	0.4916		1.18E-03	6.92E-05	1.85E-03	0.00E+00	-1	8.03E-03	20
74	-730	-1214.084	0.4931		1.22E-03	7.04E-05	1.44E-03	0.00E+00	-1	6.24E-03	20
75	-740	-1194.561	0.4945		1.28E-03	7.16E-05	8.08E-04	0.00E+00	-1	3.51E-03	20
76	-750	-1181.29	0.4956		1.32E-03	7.25E-05	2.20E-05	0.00E+00	-1	9.56E-05	20
77	-760	-1174.142	0.4961		1.35E-03	7.30E-05	-7.47E-04	0.00E+00	-1	-3.25E-03	20
78	-770	-1172.36	0.4963		1.36E-03	7.32E-05	-1.40E-03	0.00E+00	-1	-6.07E-03	20
79	-780	-1174.789	0.4961		1.35E-03	7.30E-05	-1.87E-03	0.00E+00	-1	-8.13E-03	20
80	-790	-1180.174	0.4956		1.33E-03	7.26E-05	-2.16E-03	0.00E+00	-1	-9.41E-03	20
81	-800	-1187.427	0.4951		1.30E-03	7.21E-05	-2.32E-03	0.00E+00	-1	-1.01E-02	20
82	-810	-1195.773	0.4944		1.27E-03	7.15E-05	-2.37E-03	0.00E+00	-1	-1.03E-02	20
83	-820	-1204.748	0.4937		1.24E-03	7.08E-05	-2.38E-03	0.00E+00	-1	-1.03E-02	20
84	-830	-1214.022	0.4931		1.22E-03	7.04E-05	-2.37E-03	0.00E+00	-1	-1.03E-02	20
85	-840	-1223.385	0.4925		1.21E-03	6.99E-05	-2.34E-03	0.00E+00	-1	-1.02E-02	20
86	-850	-1232.806	0.4919		1.19E-03	6.95E-05	-2.32E-03	0.00E+00	-1	-1.01E-02	20
87	-860	-1242.285	0.4913		1.18E-03	6.90E-05	-2.30E-03	0.00E+00	-1	-9.98E-03	20
88	-870	-1251.826	0.4907		1.16E-03	6.86E-05	-2.27E-03	0.00E+00	-1	-9.87E-03	20
89	-880	-1261.435	0.4901		1.14E-03	6.81E-05	-2.25E-03	0.00E+00	-1	-9.77E-03	20
90	-890	-1271.115	0.4895		1.13E-03	6.76E-05	-2.22E-03	0.00E+00	-1	-9.66E-03	20
91	-900	-1280.868	0.4889		1.11E-03	6.71E-05	-2.20E-03	0.00E+00	-1	-9.56E-03	20
92	-910	-1290.695	0.4883		1.09E-03	6.67E-05	-2.17E-03	0.00E+00	-1	-9.45E-03	20
93	-920	-1300.59	0.4877		1.08E-03	6.62E-05	-2.15E-03	0.00E+00	-1	-9.33E-03	20
94	-930	-1310.539	0.4871		1.06E-03	6.57E-05	-2.12E-03	0.00E+00	-1	-9.20E-03	20
95	-940	-1320.497	0.4864		1.04E-03	6.52E-05	-2.08E-03	0.00E+00	-1	-9.04E-03	20
96	-950	-1330.366	0.4858		1.03E-03	6.48E-05	-2.03E-03	0.00E+00	-1	-8.80E-03	20
97	-960	-1339.923	0.4852		1.01E-03	6.43E-05	-1.94E-03	0.00E+00	-1	-8.44E-03	20
98	-970	-1348.745	0.4847		9.96E-04	6.39E-05	-1.81E-03	0.00E+00	-1	-7.85E-03	20
99	-980	-1356.139	0.4842		9.83E-04	6.35E-05	-1.60E-03	0.00E+00	-1	-6.94E-03	20
100	-990	-1361.185	0.4839		9.75E-04	6.33E-05	-1.31E-03	0.00E+00	-1	-5.70E-03	20
101	-1000	-1363.005	0.4838		9.72E-04	6.32E-05	-1.15E-03	0.00E+00	-1	-5.00E-03	20
end											
											
											
Tim	e:       40.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-5.728	0.6825		1.33E-01	1.12E-04	-2.80E-01	0.00E+00	-1	-1.22E+00	20
2	-10	-25.827	0.6785		5.48E-02	2.29E-04	-2.76E-01	0.00E+00	-1	-1.20E+00	20
3	-20	-84.504	0.6635		2.39E-02	2.66E-04	-2.57E-01	0.00E+00	-1	-1.12E+00	20
4	-30	-233.275	0.6258		6.77E-03	2.31E-04	-2.13E-01	0.00E+00	-1	-9.28E-01	20
5	-40	-702.814	0.548		8.67E-04	1.19E-04	-1.32E-01	0.00E+00	-1	-5.75E-01	20
6	-50	-2481.024	0.4413		4.11E-05	3.25E-05	-4.41E-02	0.00E+00	-1	-1.92E-01	20
7	-60	-3567.939	0.406		8.58E-05	2.13E-05	-3.73E-03	0.00E+00	-1	-1.62E-02	20
8	-70	-3617.397	0.4049		8.24E-05	2.09E-05	-2.37E-04	0.00E+00	-1	-1.03E-03	20
9	-80	-3604.32	0.4052		8.33E-05	2.10E-05	6.57E-07	0.00E+00	-1	2.85E-06	20
10	-90	-3597.214	0.4054		8.38E-05	2.11E-05	-4.49E-05	0.00E+00	-1	-1.95E-04	20
11	-100	-3595.048	0.4054		8.39E-05	2.11E-05	-7.26E-05	0.00E+00	-1	-3.16E-04	20
12	-110	-3594.527	0.4054		8.40E-05	2.11E-05	-8.13E-05	0.00E+00	-1	-3.54E-04	20
13	-120	-3594.419	0.4054		8.40E-05	2.11E-05	-8.34E-05	0.00E+00	-1	-3.63E-04	20
14	-130	-3594.398	0.4054		8.40E-05	2.11E-05	-8.39E-05	0.00E+00	-1	-3.65E-04	20
15	-140	-3594.395	0.4054		8.40E-05	2.11E-05	-8.38E-05	0.00E+00	-1	-3.65E-04	20
16	-150	-3594.37	0.4054		8.40E-05	2.11E-05	-8.33E-05	0.00E+00	-1	-3.62E-04	20
17	-160	-3594.242	0.4054		8.40E-05	2.11E-05	-8.11E-05	0.00E+00	-1	-3.53E-04	20
18	-170	-3593.68	0.4054		8.40E-05	2.11E-05	-7.27E-05	0.00E+00	-1	-3.16E-04	20
19	-180	-3591.54	0.4055		8.42E-05	2.11E-05	-4.71E-05	0.00E+00	-1	-2.05E-04	20
20	-190	-3584.869	0.4056		8.46E-05	2.12E-05	1.22E-05	0.00E+00	-1	5.30E-05	20
21	-200	-3568.706	0.406		8.57E-05	2.13E-05	1.08E-04	0.00E+00	-1	4.69E-04	20
22	-210	-3539.864	0.4066		8.77E-05	2.15E-05	2.04E-04	0.00E+00	-1	8.88E-04	20
23	-220	-3502.325	0.4074		9.03E-05	2.18E-05	2.66E-04	0.00E+00	-1	1.15E-03	20
24	-230	-3461.113	0.4083		9.31E-05	2.21E-05	2.95E-04	0.00E+00	-1	1.28E-03	20
25	-240	-3419.026	0.4093		9.60E-05	2.24E-05	3.07E-04	0.00E+00	-1	1.34E-03	20
26	-250	-3377.127	0.4102		9.89E-05	2.28E-05	3.13E-04	0.00E+00	-1	1.36E-03	20
27	-260	-3335.737	0.4111		1.02E-04	2.31E-05	3.16E-04	0.00E+00	-1	1.37E-03	20
28	-270	-3294.924	0.412		1.05E-04	2.34E-05	3.19E-04	0.00E+00	-1	1.39E-03	20
29	-280	-3254.697	0.4129		1.07E-04	2.37E-05	3.21E-04	0.00E+00	-1	1.40E-03	20
30	-290	-3215.047	0.4137		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3175.96	0.4146		1.13E-04	2.43E-05	3.25E-04	0.00E+00	-1	1.41E-03	20
32	-310	-3137.406	0.4154		1.15E-04	2.46E-05	3.26E-04	0.00E+00	-1	1.42E-03	20
33	-320	-3099.331	0.4163		1.18E-04	2.49E-05	3.29E-04	0.00E+00	-1	1.43E-03	20
34	-330	-3061.646	0.4171		1.21E-04	2.52E-05	3.32E-04	0.00E+00	-1	1.44E-03	20
35	-340	-3024.512	0.4181		1.26E-04	2.56E-05	3.37E-04	0.00E+00	-1	1.47E-03	20
36	-350	-2987.966	0.4192		1.31E-04	2.60E-05	3.46E-04	0.00E+00	-1	1.51E-03	20
37	-360	-2951.757	0.4202		1.37E-04	2.65E-05	3.61E-04	0.00E+00	-1	1.57E-03	20
38	-370	-2915.203	0.4213		1.43E-04	2.70E-05	3.93E-04	0.00E+00	-1	1.71E-03	20
39	-380	-2876.735	0.4224		1.49E-04	2.74E-05	4.60E-04	0.00E+00	-1	2.00E-03	20
40	-390	-2833.559	0.4236		1.55E-04	2.80E-05	5.79E-04	0.00E+00	-1	2.52E-03	20
41	-400	-2782.592	0.4251		1.63E-04	2.86E-05	7.42E-04	0.00E+00	-1	3.23E-03	20
42	-410	-2723.111	0.4268		1.73E-04	2.93E-05	9.06E-04	0.00E+00	-1	3.94E-03	20
43	-420	-2657.902	0.4287		1.83E-04	3.01E-05	1.03E-03	0.00E+00	-1	4.48E-03	20
44	-430	-2590.399	0.4306		1.93E-04	3.10E-05	1.11E-03	0.00E+00	-1	4.84E-03	20
45	-440	-2522.786	0.4326		2.04E-04	3.18E-05	1.17E-03	0.00E+00	-1	5.07E-03	20
46	-450	-2455.948	0.4345		2.14E-04	3.27E-05	1.21E-03	0.00E+00	-1	5.25E-03	20
47	-460	-2390.729	0.4367		2.30E-04	3.37E-05	1.25E-03	0.00E+00	-1	5.44E-03	20
48	-470	-2327.763	0.439		2.52E-04	3.49E-05	1.30E-03	0.00E+00	-1	5.66E-03	20
49	-480	-2267.246	0.4413		2.74E-04	3.61E-05	1.35E-03	0.00E+00	-1	5.88E-03	20
50	-490	-2208.741	0.4435		2.94E-04	3.73E-05	1.40E-03	0.00E+00	-1	6.08E-03	20
51	-500	-2151.996	0.4457		3.14E-04	3.84E-05	1.44E-03	0.00E+00	-1	6.26E-03	20
52	-510	-2096.844	0.4477		3.33E-04	3.95E-05	1.48E-03	0.00E+00	-1	6.43E-03	20
53	-520	-2043.121	0.4498		3.52E-04	4.06E-05	1.52E-03	0.00E+00	-1	6.59E-03	20
54	-530	-1990.646	0.4517		3.71E-04	4.17E-05	1.55E-03	0.00E+00	-1	6.75E-03	20
55	-540	-1939.21	0.4537		3.89E-04	4.27E-05	1.59E-03	0.00E+00	-1	6.93E-03	20
56	-550	-1889.208	0.4559		4.18E-04	4.40E-05	1.64E-03	0.00E+00	-1	7.14E-03	20
57	-560	-1840.987	0.4582		4.56E-04	4.55E-05	1.70E-03	0.00E+00	-1	7.39E-03	20
